employee_id,other_names,last_name,age,position,date_joined,phone_number,gender,employee_status,department_code,email_address
29284,Ella Grace,Khan,51,Manager,2019-04-06,233308414555,Female,Inactive,ENG,Ella.Grace.Khan@roblox.com
29285,Fatima Akosua Emily,Martinez,43,Analyst,2019-12-11,233425385935,Female,On Leave,ENG,Fatima.Akosua.Emily.Martinez@roblox.com
29286,Abena Sofia Chen,Taylor,58,Consultant,2020-01-04,233256403052,Female,On Leave,HR,Abena.Sofia.Chen.Taylor@roblox.com
29287,Yaw Samuel Luca,Boateng,30,Assistant,2019-03-17,233434885425,Male,On Leave,OPS,Yaw.Samuel.Luca.Boateng@roblox.com
29288,Liam Nathan Noah,Hassan,49,Manager,2020-01-27,233463525483,Male,On Leave,CST,Liam.Nathan.Noah.Hassan@roblox.com
29289,Charlotte Grace Victoria,Adjei,46,Developer,2019-09-24,233344036917,Female,Inactive,OPS,Charlotte.Grace.Victoria.Adjei@roblox.com
29290,Isabella Akosua,Brown,47,Assistant,2019-02-07,233462468331,Female,Active,MKT,Isabella.Akosua.Brown@roblox.com
29291,Hiroshi Daniel,Adjei,23,Assistant,2025-03-07,233594002087,Male,On Leave,PRD,Hiroshi.Daniel.Adjei@roblox.com
29292,Victoria Zara,Brown,31,Assistant,2017-06-20,233233519945,Female,Active,HR,Victoria.Zara.Brown@roblox.com
29293,Arjun Kojo Liam,Patel,47,Consultant,2022-01-30,233390530736,Male,Active,ENG,Arjun.Kojo.Liam.Patel@roblox.com
29294,Noah Omar Sebastian,Smith,57,Assistant,2019-10-25,233533933197,Male,Inactive,OPS,Noah.Omar.Sebastian.Smith@roblox.com
29295,Chiamaka Ava Aisha,Osei,23,Manager,2024-07-22,233219622346,Female,On Leave,DAT,Chiamaka.Ava.Aisha.Osei@roblox.com
29296,Nathan Omar,Boateng,24,Executive,2022-03-07,233224646857,Male,Inactive,OPS,Nathan.Omar.Boateng@roblox.com
29297,Daniel Nathan Isaac,Osei,36,Consultant,2022-02-16,233331224629,Male,On Leave,ENG,Daniel.Nathan.Isaac.Osei@roblox.com
29298,Arjun Ethan Daniel,Adjei,42,Analyst,2021-07-07,233506888429,Male,Active,ENG,Arjun.Ethan.Daniel.Adjei@roblox.com
29299,Charlotte Chen Isabella,Osei,60,Executive,2015-03-25,233362159575,Female,Inactive,CST,Charlotte.Chen.Isabella.Osei@roblox.com
29300,Hiroshi Arjun,Badu,57,Analyst,2019-06-10,233327203864,Male,On Leave,PRD,Hiroshi.Arjun.Badu@roblox.com
29301,Andres Arjun Kojo,Campbell,34,Manager,2016-07-17,233417811940,Male,Active,OPS,Andres.Arjun.Kojo.Campbell@roblox.com
29302,Victoria Victoria,Khan,36,Consultant,2021-10-16,233392072564,Female,On Leave,DAT,Victoria.Victoria.Khan@roblox.com
29303,Fatima Isabella Abena,Campbell,48,Manager,2021-11-30,233567261547,Female,On Leave,MKT,Fatima.Isabella.Abena.Campbell@roblox.com
29304,Charlotte Grace Sakura,Lee,38,Executive,2023-09-25,233322231576,Female,Inactive,DAT,Charlotte.Grace.Sakura.Lee@roblox.com
29305,Kwame Arjun,Mensah,55,Executive,2025-02-24,233275738167,Male,Inactive,PRD,Kwame.Arjun.Mensah@roblox.com
29306,Omar Kojo,Nguyen,56,Executive,2020-04-19,233475803170,Male,Active,MKT,Omar.Kojo.Nguyen@roblox.com
29307,Hannah Ava,Dubois,27,Consultant,2018-12-09,233579747638,Female,On Leave,DAT,Hannah.Ava.Dubois@roblox.com
29308,Arjun Sebastian Yusuf,Osei,54,Executive,2017-12-24,233314117516,Male,Active,DAT,Arjun.Sebastian.Yusuf.Osei@roblox.com
29309,Isaac Luca Kwame,Patel,35,Developer,2015-06-28,233389638668,Male,On Leave,OPS,Isaac.Luca.Kwame.Patel@roblox.com
29310,Adwoa Grace,Taylor,37,Manager,2024-01-11,233320545953,Female,On Leave,HR,Adwoa.Grace.Taylor@roblox.com
29311,Wei Ethan Yaw,Dubois,34,Executive,2022-02-25,233323179416,Male,Inactive,FIN,Wei.Ethan.Yaw.Dubois@roblox.com
29312,Hiroshi Arjun,Brown,26,Executive,2015-07-29,233219013840,Male,Active,MKT,Hiroshi.Arjun.Brown@roblox.com
29313,Lina Grace Victoria,Brown,35,Consultant,2024-01-21,233419284826,Female,Inactive,DAT,Lina.Grace.Victoria.Brown@roblox.com
29314,Akosua Zara,Lee,46,Manager,2017-01-27,233323943808,Female,Inactive,FIN,Akosua.Zara.Lee@roblox.com
29315,Maria Charlotte Lina,Patel,60,Consultant,2018-08-26,233591864890,Female,Active,CST,Maria.Charlotte.Lina.Patel@roblox.com
29316,Alexander Liam Arjun,Lopez,25,Developer,2019-08-24,233572272353,Male,Active,HR,Alexander.Liam.Arjun.Lopez@roblox.com
29317,Naomi Victoria,Silva,57,Manager,2022-03-24,233234675813,Female,Active,ENG,Naomi.Victoria.Silva@roblox.com
29318,David Sebastian Wei,Brown,56,Manager,2021-06-23,233361732632,Male,Active,CST,David.Sebastian.Wei.Brown@roblox.com
29319,Hannah Naomi Maria,Nguyen,48,Assistant,2017-06-09,233296554551,Female,On Leave,HR,Hannah.Naomi.Maria.Nguyen@roblox.com
29320,Wei Carlos,Owusu,28,Analyst,2021-05-06,233503024135,Male,Inactive,MKT,Wei.Carlos.Owusu@roblox.com
29321,Naomi Lina Sakura,Nguyen,26,Executive,2016-09-25,233259621743,Female,Active,FIN,Naomi.Lina.Sakura.Nguyen@roblox.com
29322,Victoria Grace,Garcia,27,Assistant,2023-09-26,233541414773,Female,Inactive,OPS,Victoria.Grace.Garcia@roblox.com
29323,Emily Olivia,Brown,45,Developer,2018-10-17,233464868270,Female,Inactive,MKT,Emily.Olivia.Brown@roblox.com
29324,Mateo Sebastian Isaac,Mensah,48,Developer,2015-04-08,233469650681,Male,Active,HR,Mateo.Sebastian.Isaac.Mensah@roblox.com
29325,Ella Ananya,Okafor,42,Assistant,2018-12-08,233558979212,Female,Inactive,HR,Ella.Ananya.Okafor@roblox.com
29326,Isabella Aisha Zara,Rossi,22,Consultant,2017-03-08,233514083327,Female,Inactive,FIN,Isabella.Aisha.Zara.Rossi@roblox.com
29327,Zara Emily Emily,Anderson,24,Analyst,2023-05-12,233416502371,Female,Active,OPS,Zara.Emily.Emily.Anderson@roblox.com
29328,Elijah Samuel Mateo,Osei,48,Manager,2023-12-13,233556711302,Male,On Leave,FIN,Elijah.Samuel.Mateo.Osei@roblox.com
29329,Ella Emily Lina,Campbell,51,Analyst,2016-10-31,233263697263,Female,Active,DAT,Ella.Emily.Lina.Campbell@roblox.com
29330,Olivia Mia Naomi,Campbell,55,Consultant,2021-02-21,233596784781,Female,Active,HR,Olivia.Mia.Naomi.Campbell@roblox.com
29331,Fatima Adwoa,Johnson,24,Executive,2019-06-27,233403446060,Female,Active,OPS,Fatima.Adwoa.Johnson@roblox.com
29332,Elijah Jean Mohammed,Hassan,44,Executive,2017-10-25,233483529083,Male,Inactive,PRD,Elijah.Jean.Mohammed.Hassan@roblox.com
29333,Akosua Sofia Isabella,Johnson,50,Executive,2024-04-19,233368067851,Female,Active,CST,Akosua.Sofia.Isabella.Johnson@roblox.com
29334,Isabella Lina,Silva,51,Analyst,2018-03-16,233585915201,Female,Inactive,MKT,Isabella.Lina.Silva@roblox.com
29335,Yusuf David Kofi,Silva,28,Analyst,2022-06-17,233524785224,Male,Active,PRD,Yusuf.David.Kofi.Silva@roblox.com
29336,Olivia Fatima,Adjei,27,Manager,2020-06-04,233346390430,Female,On Leave,HR,Olivia.Fatima.Adjei@roblox.com
29337,Wei Yusuf Luca,Kim,34,Developer,2023-06-02,233324158308,Male,On Leave,FIN,Wei.Yusuf.Luca.Kim@roblox.com
29338,Adwoa Grace,Patel,47,Analyst,2015-04-03,233431494567,Female,On Leave,PRD,Adwoa.Grace.Patel@roblox.com
29339,Ama Aisha,Badu,44,Assistant,2021-02-01,233495684330,Female,Active,ENG,Ama.Aisha.Badu@roblox.com
29340,David Mohammed Elijah,Schmidt,33,Developer,2019-03-04,233344622717,Male,Active,MKT,David.Mohammed.Elijah.Schmidt@roblox.com
29341,Nathan Andres Hiroshi,Hassan,55,Analyst,2020-05-23,233457041215,Male,On Leave,FIN,Nathan.Andres.Hiroshi.Hassan@roblox.com
29342,Arjun Michael,Ivanov,30,Developer,2017-07-24,233556316790,Male,Active,HR,Arjun.Michael.Ivanov@roblox.com
29343,Aisha Hannah Fatima,Rossi,52,Developer,2016-09-03,233438764576,Female,Inactive,ENG,Aisha.Hannah.Fatima.Rossi@roblox.com
29344,Ananya Ella,Johnson,59,Developer,2015-12-01,233309879318,Female,On Leave,HR,Ananya.Ella.Johnson@roblox.com
29345,Michael Liam,Lopez,52,Developer,2016-07-04,233598708109,Male,Active,MKT,Michael.Liam.Lopez@roblox.com
29346,Elijah Luca,Silva,33,Manager,2024-05-21,233478871089,Male,Inactive,DAT,Elijah.Luca.Silva@roblox.com
29347,Yusuf Kojo Yaw,Lee,39,Consultant,2020-12-03,233555178719,Male,On Leave,HR,Yusuf.Kojo.Yaw.Lee@roblox.com
29348,Sophia Adwoa,Patel,58,Assistant,2024-03-21,233469556562,Female,On Leave,MKT,Sophia.Adwoa.Patel@roblox.com
29349,Fatima Hannah Sofia,Ivanov,58,Analyst,2022-06-29,233535616913,Female,On Leave,OPS,Fatima.Hannah.Sofia.Ivanov@roblox.com
29350,Grace Sofia Fatima,Khan,35,Executive,2016-10-01,233546469456,Female,Inactive,HR,Grace.Sofia.Fatima.Khan@roblox.com
29351,David Mateo David,Badu,45,Executive,2017-12-21,233414666589,Male,Active,OPS,David.Mateo.David.Badu@roblox.com
29352,Olivia Adwoa Fatima,Boateng,43,Analyst,2024-03-24,233407239396,Female,Inactive,MKT,Olivia.Adwoa.Fatima.Boateng@roblox.com
29353,Adwoa Chen Sakura,Hassan,22,Developer,2017-04-25,233551802923,Female,Inactive,MKT,Adwoa.Chen.Sakura.Hassan@roblox.com
29354,Abena Fatima Hannah,Smith,53,Executive,2018-04-04,233256578867,Female,Active,DAT,Abena.Fatima.Hannah.Smith@roblox.com
29355,Luca Michael Nathan,Silva,26,Developer,2019-01-13,233530972784,Male,Active,HR,Luca.Michael.Nathan.Silva@roblox.com
29356,Chiamaka Zara,Ivanov,53,Executive,2024-04-30,233295424187,Female,Inactive,CST,Chiamaka.Zara.Ivanov@roblox.com
29357,Aisha Emily Sakura,Owusu,30,Consultant,2023-05-28,233264236431,Female,On Leave,HR,Aisha.Emily.Sakura.Owusu@roblox.com
29358,Ava Ananya,Khan,22,Manager,2024-08-10,233259687687,Female,Inactive,HR,Ava.Ananya.Khan@roblox.com
29359,Ella Victoria,Taylor,28,Assistant,2015-04-02,233575566106,Female,Inactive,PRD,Ella.Victoria.Taylor@roblox.com
29360,Akosua Isabella Sophia,Mensah,46,Consultant,2024-06-16,233372422738,Female,Active,HR,Akosua.Isabella.Sophia.Mensah@roblox.com
29361,Daniel Liam,Rossi,35,Assistant,2016-09-05,233414975405,Male,On Leave,DAT,Daniel.Liam.Rossi@roblox.com
29362,Emily Naomi Lina,Adjei,54,Assistant,2018-04-11,233264872490,Female,On Leave,DAT,Emily.Naomi.Lina.Adjei@roblox.com
29363,Akosua Isabella Aisha,Kim,53,Analyst,2020-09-30,233299794506,Female,Inactive,ENG,Akosua.Isabella.Aisha.Kim@roblox.com
29364,Akosua Emily,Boateng,58,Analyst,2021-01-10,233345478729,Female,On Leave,MKT,Akosua.Emily.Boateng@roblox.com
29365,Andres Isaac,Lopez,42,Assistant,2022-01-24,233477741775,Male,On Leave,HR,Andres.Isaac.Lopez@roblox.com
29366,Chen Emily Ella,Lee,33,Assistant,2015-12-05,233405719235,Female,Active,CST,Chen.Emily.Ella.Lee@roblox.com
29367,Yaw Isaac Arjun,Garcia,35,Executive,2017-07-03,233480708214,Male,On Leave,PRD,Yaw.Isaac.Arjun.Garcia@roblox.com
29368,Emily Emily Ananya,Badu,37,Analyst,2022-06-17,233276653674,Female,On Leave,CST,Emily.Emily.Ananya.Badu@roblox.com
29369,Arjun Yusuf,Johnson,41,Manager,2018-10-03,233360402360,Male,On Leave,FIN,Arjun.Yusuf.Johnson@roblox.com
29370,Isabella Ananya Charlotte,Khan,43,Consultant,2023-07-24,233316085174,Female,Inactive,CST,Isabella.Ananya.Charlotte.Khan@roblox.com
29371,Carlos Yaw Daniel,Lopez,39,Analyst,2024-06-03,233519419752,Male,Inactive,MKT,Carlos.Yaw.Daniel.Lopez@roblox.com
29372,Samuel Hiroshi Mohammed,Lee,48,Developer,2019-12-25,233284844010,Male,On Leave,PRD,Samuel.Hiroshi.Mohammed.Lee@roblox.com
29373,Kofi Kojo Mateo,Hassan,57,Manager,2017-06-14,233518510678,Male,Active,MKT,Kofi.Kojo.Mateo.Hassan@roblox.com
29374,Noah Yusuf Yusuf,Garcia,46,Analyst,2021-08-10,233228200274,Male,On Leave,MKT,Noah.Yusuf.Yusuf.Garcia@roblox.com
29375,Hiroshi Kofi,Khan,33,Developer,2020-02-25,233297702553,Male,On Leave,HR,Hiroshi.Kofi.Khan@roblox.com
29376,Yaw Kojo David,Taylor,40,Consultant,2022-08-20,233286052936,Male,Inactive,CST,Yaw.Kojo.David.Taylor@roblox.com
29377,Aisha Lina,Martinez,26,Developer,2018-03-17,233443242571,Female,On Leave,OPS,Aisha.Lina.Martinez@roblox.com
29378,Hiroshi Omar Arjun,Kim,42,Analyst,2020-05-06,233537043531,Male,Active,MKT,Hiroshi.Omar.Arjun.Kim@roblox.com
29379,Chen Olivia Akosua,Boateng,25,Assistant,2015-05-08,233252789234,Female,Active,DAT,Chen.Olivia.Akosua.Boateng@roblox.com
29380,Abena Sophia Victoria,Johnson,37,Analyst,2024-09-01,233555206142,Female,Inactive,CST,Abena.Sophia.Victoria.Johnson@roblox.com
29381,Fatima Zara,Patel,43,Consultant,2019-10-26,233536407589,Female,Inactive,MKT,Fatima.Zara.Patel@roblox.com
29382,Maria Grace Sofia,Brown,60,Analyst,2017-07-27,233250068947,Female,Inactive,DAT,Maria.Grace.Sofia.Brown@roblox.com
29383,Kofi Carlos Yaw,Adjei,25,Executive,2017-06-20,233318161530,Male,On Leave,FIN,Kofi.Carlos.Yaw.Adjei@roblox.com
29384,Omar Arjun,Campbell,44,Consultant,2022-05-06,233361285831,Male,On Leave,FIN,Omar.Arjun.Campbell@roblox.com
29385,Hannah Naomi Naomi,Schmidt,44,Manager,2015-05-07,233367594683,Female,Active,FIN,Hannah.Naomi.Naomi.Schmidt@roblox.com
29386,Wei Daniel,Badu,46,Developer,2023-05-11,233401506896,Male,Active,MKT,Wei.Daniel.Badu@roblox.com
29387,Chen Lina Zara,Brown,53,Assistant,2017-09-24,233488785469,Female,Inactive,MKT,Chen.Lina.Zara.Brown@roblox.com
29388,Wei David Liam,Garcia,48,Consultant,2023-03-09,233300126862,Male,Active,CST,Wei.David.Liam.Garcia@roblox.com
29389,Ethan Luca,Ivanov,51,Executive,2023-07-19,233208793381,Male,On Leave,CST,Ethan.Luca.Ivanov@roblox.com
29390,Hannah Olivia Grace,Williams,54,Developer,2017-12-18,233301491404,Female,Inactive,OPS,Hannah.Olivia.Grace.Williams@roblox.com
29391,Arjun Samuel,Nguyen,59,Consultant,2018-08-29,233433240329,Male,Active,HR,Arjun.Samuel.Nguyen@roblox.com
29392,Mateo Omar Sebastian,Schmidt,30,Developer,2024-07-25,233432224649,Male,On Leave,CST,Mateo.Omar.Sebastian.Schmidt@roblox.com
29393,Ama Mia Sakura,Lee,26,Assistant,2018-01-22,233381087669,Female,Inactive,DAT,Ama.Mia.Sakura.Lee@roblox.com
29394,Mateo Kojo,Anderson,31,Developer,2018-09-13,233298707082,Male,Inactive,ENG,Mateo.Kojo.Anderson@roblox.com
29395,Abena Lina Aisha,Campbell,60,Developer,2020-07-04,233366376966,Female,On Leave,PRD,Abena.Lina.Aisha.Campbell@roblox.com
29396,Mohammed Kofi,Anderson,32,Assistant,2020-04-08,233591572565,Male,On Leave,ENG,Mohammed.Kofi.Anderson@roblox.com
29397,David Yusuf,Patel,59,Developer,2022-03-21,233214344323,Male,On Leave,DAT,David.Yusuf.Patel@roblox.com
29398,Carlos Ethan Kofi,Kim,57,Consultant,2018-10-07,233284612121,Male,Active,FIN,Carlos.Ethan.Kofi.Kim@roblox.com
29399,Yusuf Alexander,Kim,37,Assistant,2021-01-25,233587675763,Male,Inactive,OPS,Yusuf.Alexander.Kim@roblox.com
29400,Samuel Samuel,Williams,34,Manager,2018-10-01,233571707634,Male,Inactive,CST,Samuel.Samuel.Williams@roblox.com
29401,Chen Maria,Schmidt,46,Consultant,2020-03-12,233265472617,Female,Inactive,PRD,Chen.Maria.Schmidt@roblox.com
29402,Kofi Kwame,Nguyen,30,Consultant,2017-08-24,233287095675,Male,Inactive,OPS,Kofi.Kwame.Nguyen@roblox.com
29403,Noah Yaw Luca,Adjei,36,Consultant,2018-04-22,233465965136,Male,Active,MKT,Noah.Yaw.Luca.Adjei@roblox.com
29404,Yusuf Wei Andres,Owusu,51,Developer,2024-04-14,233413557774,Male,Inactive,DAT,Yusuf.Wei.Andres.Owusu@roblox.com
29405,Olivia Ava Maria,Nguyen,45,Assistant,2024-07-23,233372307011,Female,On Leave,CST,Olivia.Ava.Maria.Nguyen@roblox.com
29406,Emily Ananya Victoria,Ivanov,54,Analyst,2022-01-16,233269169281,Female,On Leave,FIN,Emily.Ananya.Victoria.Ivanov@roblox.com
29407,Mia Charlotte,Smith,59,Developer,2021-08-18,233397352408,Female,Inactive,HR,Mia.Charlotte.Smith@roblox.com
29408,Sophia Lina Isabella,Williams,40,Analyst,2023-02-11,233566564057,Female,Inactive,PRD,Sophia.Lina.Isabella.Williams@roblox.com
29409,Sebastian Sebastian,Garcia,50,Executive,2015-07-02,233482666276,Male,Active,DAT,Sebastian.Sebastian.Garcia@roblox.com
29410,Mia Ava Lina,Patel,53,Developer,2023-03-05,233410569836,Female,Active,CST,Mia.Ava.Lina.Patel@roblox.com
29411,Ama Adwoa Sakura,Khan,33,Developer,2015-09-28,233513417084,Female,Active,FIN,Ama.Adwoa.Sakura.Khan@roblox.com
29412,Yaw Noah Arjun,Boateng,49,Consultant,2021-11-02,233498875429,Male,Active,DAT,Yaw.Noah.Arjun.Boateng@roblox.com
29413,Charlotte Isabella Aisha,Adjei,31,Consultant,2023-07-11,233424415661,Female,Inactive,OPS,Charlotte.Isabella.Aisha.Adjei@roblox.com
29414,Wei Ethan,Badu,55,Manager,2015-11-27,233506197078,Male,On Leave,ENG,Wei.Ethan.Badu@roblox.com
29415,Nathan Luca,Patel,40,Manager,2022-02-26,233342663718,Male,On Leave,MKT,Nathan.Luca.Patel@roblox.com
29416,Elijah Alexander Yaw,Hassan,42,Analyst,2018-05-13,233227112364,Male,Inactive,HR,Elijah.Alexander.Yaw.Hassan@roblox.com
29417,Hannah Chiamaka Akosua,Williams,44,Consultant,2022-07-30,233301641599,Female,Active,MKT,Hannah.Chiamaka.Akosua.Williams@roblox.com
29418,Alexander Nathan,Khan,48,Analyst,2023-08-29,233572011836,Male,On Leave,HR,Alexander.Nathan.Khan@roblox.com
29419,Abena Maria,Johnson,28,Executive,2018-08-26,233292751135,Female,On Leave,CST,Abena.Maria.Johnson@roblox.com
29420,Kofi Kwame Arjun,Lee,32,Executive,2015-05-29,233226966127,Male,On Leave,HR,Kofi.Kwame.Arjun.Lee@roblox.com
29421,Liam Alexander,Patel,55,Assistant,2016-08-27,233554900999,Male,Inactive,DAT,Liam.Alexander.Patel@roblox.com
29422,Hiroshi Luca,Kim,39,Analyst,2018-01-06,233226912700,Male,Active,MKT,Hiroshi.Luca.Kim@roblox.com
29423,David Isaac Andres,Adjei,43,Analyst,2020-08-02,233234774647,Male,On Leave,CST,David.Isaac.Andres.Adjei@roblox.com
29424,Ava Chen,Silva,24,Consultant,2020-07-07,233263461436,Female,On Leave,ENG,Ava.Chen.Silva@roblox.com
29425,Chen Ella Ava,Taylor,31,Analyst,2022-07-28,233426899302,Female,On Leave,CST,Chen.Ella.Ava.Taylor@roblox.com
29426,Mia Olivia Akosua,Dubois,25,Manager,2019-06-30,233409843872,Female,Inactive,DAT,Mia.Olivia.Akosua.Dubois@roblox.com
29427,Akosua Naomi Chiamaka,Boateng,32,Executive,2020-06-29,233489849273,Female,Inactive,MKT,Akosua.Naomi.Chiamaka.Boateng@roblox.com
29428,Samuel Sebastian,Smith,37,Consultant,2024-10-21,233484328104,Male,On Leave,FIN,Samuel.Sebastian.Smith@roblox.com
29429,Fatima Naomi Sakura,Boateng,38,Manager,2018-11-16,233528858854,Female,Inactive,FIN,Fatima.Naomi.Sakura.Boateng@roblox.com
29430,Hiroshi Nathan,Osei,40,Analyst,2020-12-29,233310710929,Male,Inactive,FIN,Hiroshi.Nathan.Osei@roblox.com
29431,Sakura Chen Ella,Adjei,43,Assistant,2019-12-20,233340700155,Female,On Leave,PRD,Sakura.Chen.Ella.Adjei@roblox.com
29432,Daniel Sebastian Noah,Anderson,60,Executive,2016-03-01,233455293741,Male,On Leave,CST,Daniel.Sebastian.Noah.Anderson@roblox.com
29433,Sakura Akosua,Osei,22,Developer,2022-01-19,233507952369,Female,Inactive,FIN,Sakura.Akosua.Osei@roblox.com
29434,Kojo Arjun,Khan,52,Developer,2017-09-23,233228095725,Male,On Leave,CST,Kojo.Arjun.Khan@roblox.com
29435,Arjun Wei,Martinez,55,Analyst,2019-11-19,233479021612,Male,On Leave,CST,Arjun.Wei.Martinez@roblox.com
29436,Omar Arjun,Dubois,46,Developer,2024-12-14,233350942534,Male,Inactive,ENG,Omar.Arjun.Dubois@roblox.com
29437,Isaac Nathan Michael,Dubois,47,Analyst,2024-07-25,233201432468,Male,Inactive,FIN,Isaac.Nathan.Michael.Dubois@roblox.com
29438,Emily Sophia Sakura,Brown,55,Assistant,2018-03-15,233365444831,Female,Active,OPS,Emily.Sophia.Sakura.Brown@roblox.com
29439,Akosua Akosua,Ivanov,45,Consultant,2015-08-24,233570520934,Female,Inactive,CST,Akosua.Akosua.Ivanov@roblox.com
29440,Chiamaka Grace Fatima,Johnson,50,Manager,2017-04-22,233203247600,Female,Inactive,CST,Chiamaka.Grace.Fatima.Johnson@roblox.com
29441,Lina Lina,Patel,59,Executive,2018-05-15,233405817899,Female,On Leave,HR,Lina.Lina.Patel@roblox.com
29442,Luca Andres Isaac,Martinez,47,Consultant,2021-01-01,233448737703,Male,Active,DAT,Luca.Andres.Isaac.Martinez@roblox.com
29443,Chiamaka Chen Sakura,Badu,39,Assistant,2022-08-19,233509415275,Female,On Leave,CST,Chiamaka.Chen.Sakura.Badu@roblox.com
29444,Charlotte Chiamaka,Rossi,50,Consultant,2017-11-27,233565534601,Female,Active,ENG,Charlotte.Chiamaka.Rossi@roblox.com
29445,Arjun Kofi Andres,Boateng,44,Assistant,2017-01-20,233514628758,Male,Inactive,MKT,Arjun.Kofi.Andres.Boateng@roblox.com
29446,Jean Isaac,Williams,59,Assistant,2018-03-28,233254389535,Male,Inactive,FIN,Jean.Isaac.Williams@roblox.com
29447,Ava Victoria,Badu,30,Consultant,2024-08-08,233410514686,Female,Active,HR,Ava.Victoria.Badu@roblox.com
29448,Noah Luca,Lopez,22,Analyst,2023-04-23,233257044566,Male,Inactive,MKT,Noah.Luca.Lopez@roblox.com
29449,Wei Sebastian,Campbell,44,Analyst,2017-02-13,233390497468,Male,Active,HR,Wei.Sebastian.Campbell@roblox.com
29450,Arjun David Nathan,Smith,41,Executive,2023-08-23,233208780591,Male,On Leave,DAT,Arjun.David.Nathan.Smith@roblox.com
29451,Hannah Victoria Akosua,Smith,46,Manager,2025-01-03,233507570316,Female,On Leave,MKT,Hannah.Victoria.Akosua.Smith@roblox.com
29452,Sakura Charlotte Abena,Taylor,33,Manager,2016-05-15,233565237141,Female,Active,CST,Sakura.Charlotte.Abena.Taylor@roblox.com
29453,Alexander Michael Yaw,Brown,38,Developer,2017-01-16,233388090004,Male,Inactive,PRD,Alexander.Michael.Yaw.Brown@roblox.com
29454,Sebastian Alexander,Silva,49,Executive,2016-10-25,233422942312,Male,Active,FIN,Sebastian.Alexander.Silva@roblox.com
29455,Grace Victoria Isabella,Ivanov,56,Consultant,2016-04-05,233378903337,Female,Active,ENG,Grace.Victoria.Isabella.Ivanov@roblox.com
29456,Michael Omar,Osei,56,Analyst,2023-02-15,233326129470,Male,On Leave,HR,Michael.Omar.Osei@roblox.com
29457,Aisha Ella,Rossi,30,Consultant,2024-09-07,233549776842,Female,Active,PRD,Aisha.Ella.Rossi@roblox.com
29458,Arjun Wei,Smith,28,Assistant,2015-09-09,233534280258,Male,On Leave,PRD,Arjun.Wei.Smith@roblox.com
29459,Elijah Kwame,Garcia,60,Developer,2015-05-18,233403450418,Male,Inactive,MKT,Elijah.Kwame.Garcia@roblox.com
29460,Wei Samuel Elijah,Lopez,40,Consultant,2023-01-07,233269463068,Male,Inactive,MKT,Wei.Samuel.Elijah.Lopez@roblox.com
29461,Chen Grace,Silva,48,Consultant,2015-10-22,233532817488,Female,Inactive,HR,Chen.Grace.Silva@roblox.com
29462,Hannah Sophia Sofia,Kim,46,Analyst,2017-01-05,233314149921,Female,Inactive,ENG,Hannah.Sophia.Sofia.Kim@roblox.com
29463,Ella Charlotte Fatima,Dubois,38,Consultant,2023-10-04,233438597777,Female,Inactive,MKT,Ella.Charlotte.Fatima.Dubois@roblox.com
29464,Alexander Daniel Kwame,Ivanov,45,Assistant,2018-08-04,233321613431,Male,Active,PRD,Alexander.Daniel.Kwame.Ivanov@roblox.com
29465,Isaac Yaw Isaac,Anderson,47,Consultant,2023-01-13,233554620878,Male,Inactive,OPS,Isaac.Yaw.Isaac.Anderson@roblox.com
29466,Michael Sebastian Samuel,Lopez,27,Manager,2023-09-03,233577975705,Male,Active,ENG,Michael.Sebastian.Samuel.Lopez@roblox.com
29467,Grace Emily Emily,Brown,52,Developer,2020-01-06,233322522714,Female,Inactive,OPS,Grace.Emily.Emily.Brown@roblox.com
29468,Ella Sakura Zara,Owusu,45,Assistant,2015-04-12,233503331884,Female,Active,HR,Ella.Sakura.Zara.Owusu@roblox.com
29469,Ananya Chiamaka,Lopez,39,Assistant,2015-06-08,233407711895,Female,On Leave,MKT,Ananya.Chiamaka.Lopez@roblox.com
29470,Luca Yusuf Kofi,Lee,36,Consultant,2024-03-16,233547755365,Male,Active,MKT,Luca.Yusuf.Kofi.Lee@roblox.com
29471,Charlotte Abena Ama,Hassan,53,Consultant,2018-06-05,233336588383,Female,Active,HR,Charlotte.Abena.Ama.Hassan@roblox.com
29472,Nathan Kojo,Williams,53,Assistant,2016-12-26,233487408110,Male,Inactive,DAT,Nathan.Kojo.Williams@roblox.com
29473,Daniel Elijah Daniel,Owusu,26,Assistant,2020-03-20,233346709171,Male,Inactive,ENG,Daniel.Elijah.Daniel.Owusu@roblox.com
29474,Sakura Naomi,Boateng,28,Consultant,2016-01-23,233405803439,Female,On Leave,OPS,Sakura.Naomi.Boateng@roblox.com
29475,Sofia Fatima,Smith,45,Developer,2019-04-13,233424477833,Female,Inactive,CST,Sofia.Fatima.Smith@roblox.com
29476,Grace Ama,Lee,35,Manager,2024-12-02,233500716808,Female,Active,ENG,Grace.Ama.Lee@roblox.com
29477,Kwame Andres Mohammed,Brown,39,Analyst,2018-01-30,233205260027,Male,On Leave,CST,Kwame.Andres.Mohammed.Brown@roblox.com
29478,Andres Jean,Silva,39,Manager,2023-07-11,233233414352,Male,Active,MKT,Andres.Jean.Silva@roblox.com
29479,Adwoa Isabella Emily,Osei,33,Developer,2015-05-30,233237549457,Female,On Leave,ENG,Adwoa.Isabella.Emily.Osei@roblox.com
